,"('G', 'G')","('G', 'J')","('G', 'H')","('G', 'E')","('G', 'F')","('G', 'D')","('G', 'A')","('G', 'C')","('G', 'I')","('G', 'B')","('J', 'G')","('J', 'J')","('J', 'H')","('J', 'E')","('J', 'F')","('J', 'D')","('J', 'A')","('J', 'C')","('J', 'I')","('J', 'B')","('H', 'G')","('H', 'J')","('H', 'H')","('H', 'E')","('H', 'F')","('H', 'D')","('H', 'A')","('H', 'C')","('H', 'I')","('H', 'B')","('E', 'G')","('E', 'J')","('E', 'H')","('E', 'E')","('E', 'F')","('E', 'D')","('E', 'A')","('E', 'C')","('E', 'I')","('E', 'B')","('F', 'G')","('F', 'J')","('F', 'H')","('F', 'E')","('F', 'F')","('F', 'D')","('F', 'A')","('F', 'C')","('F', 'I')","('F', 'B')","('D', 'G')","('D', 'J')","('D', 'H')","('D', 'E')","('D', 'F')","('D', 'D')","('D', 'A')","('D', 'C')","('D', 'I')","('D', 'B')","('A', 'G')","('A', 'J')","('A', 'H')","('A', 'E')","('A', 'F')","('A', 'D')","('A', 'A')","('A', 'C')","('A', 'I')","('A', 'B')","('C', 'G')","('C', 'J')","('C', 'H')","('C', 'E')","('C', 'F')","('C', 'D')","('C', 'A')","('C', 'C')","('C', 'I')","('C', 'B')","('I', 'G')","('I', 'J')","('I', 'H')","('I', 'E')","('I', 'F')","('I', 'D')","('I', 'A')","('I', 'C')","('I', 'I')","('I', 'B')","('B', 'G')","('B', 'J')","('B', 'H')","('B', 'E')","('B', 'F')","('B', 'D')","('B', 'A')","('B', 'C')","('B', 'I')","('B', 'B')"
77,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
78,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
79,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
80,,,,13.341104266407502,,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,,13.85451747936807,,5.96716376833464,,9.492090462838537,,,,,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,,,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,,,7.7787134167164185,
81,,,11.881619584333132,,5.714025095785483,,,12.297317866938178,,12.588073671297673,,,,,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,11.881619584333132,,,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,11.981393949882268,,,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,,,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,,5.265359696838637,,,,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
82,,,,13.341104266407502,5.714025095785483,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
83,,,,13.341104266407502,5.714025095785483,,10.904925124490397,12.297317866938178,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
84,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,12.297317866938178,,12.588073671297673,,,,14.366545877124942,8.794554417576478,,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,,5.69555148823741,,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,,,,,7.7787134167164185,
85,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,12.297317866938178,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
86,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,12.297317866938178,,12.588073671297673,,,,,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,,,7.7787134167164185,
87,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,12.297317866938178,,,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,,,7.7787134167164185,,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
88,,,,13.341104266407502,,5.69555148823741,,12.297317866938178,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,,9.492090462838537,,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,12.297317866938178,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,,,7.109828435863265,13.218025940068083,,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,,7.7787134167164185,
89,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
90,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,,12.160196129224035,7.7787134167164185,
91,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
92,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
93,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
94,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,,5.297972194380703,6.248261628532093,13.218025940068083,,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
95,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,13.921795677048454,,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
96,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
97,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,,12.588073671297673,,,,,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,13.921795677048454,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
98,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,11.846142509898744,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,,11.037260313668911,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,10.449414806032166,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,,,,12.415504997598328,7.326608933907396,,,,6.248261628532093,5.96716376833464,11.037260313668911,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,11.846142509898744,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,10.449414806032166,,12.160196129224035,7.7787134167164185,
99,,,,13.341104266407502,5.714025095785483,5.69555148823741,10.904925124490397,,11.846142509898744,12.588073671297673,,,,14.366545877124942,8.794554417576478,13.664836667552699,5.265359696838637,,7.109828435863265,,,,,8.701809671168826,6.71138648198097,7.278982756515468,5.297972194380703,6.248261628532093,13.218025940068083,11.981393949882268,13.341104266407502,14.366545877124942,8.701809671168826,,7.779736031100921,13.85451747936807,6.024951761715075,5.96716376833464,11.701751743776933,9.492090462838537,5.714025095785483,8.794554417576478,6.71138648198097,7.779736031100921,,,13.921795677048454,,7.448109251514262,13.094304566778266,5.69555148823741,13.664836667552699,7.278982756515468,13.85451747936807,,,,6.022102765198487,14.852215206607578,,10.904925124490397,5.265359696838637,5.297972194380703,6.024951761715075,13.921795677048454,,,12.415504997598328,7.326608933907396,11.394267984578835,,,6.248261628532093,5.96716376833464,,6.022102765198487,12.415504997598328,,5.788001980784582,12.160196129224035,11.846142509898744,7.109828435863265,13.218025940068083,11.701751743776933,7.448109251514262,14.852215206607578,7.326608933907396,5.788001980784582,,7.7787134167164185,12.588073671297673,,11.981393949882268,9.492090462838537,13.094304566778266,,11.394267984578835,12.160196129224035,7.7787134167164185,
