,"('E', 'E')","('E', 'A')","('E', 'N')","('E', 'C')","('E', 'D')","('E', 'M')","('E', 'O')","('E', 'G')","('E', 'I')","('E', 'L')","('E', 'B')","('E', 'J')","('E', 'H')","('E', 'K')","('E', 'F')","('A', 'E')","('A', 'A')","('A', 'N')","('A', 'C')","('A', 'D')","('A', 'M')","('A', 'O')","('A', 'G')","('A', 'I')","('A', 'L')","('A', 'B')","('A', 'J')","('A', 'H')","('A', 'K')","('A', 'F')","('N', 'E')","('N', 'A')","('N', 'N')","('N', 'C')","('N', 'D')","('N', 'M')","('N', 'O')","('N', 'G')","('N', 'I')","('N', 'L')","('N', 'B')","('N', 'J')","('N', 'H')","('N', 'K')","('N', 'F')","('C', 'E')","('C', 'A')","('C', 'N')","('C', 'C')","('C', 'D')","('C', 'M')","('C', 'O')","('C', 'G')","('C', 'I')","('C', 'L')","('C', 'B')","('C', 'J')","('C', 'H')","('C', 'K')","('C', 'F')","('D', 'E')","('D', 'A')","('D', 'N')","('D', 'C')","('D', 'D')","('D', 'M')","('D', 'O')","('D', 'G')","('D', 'I')","('D', 'L')","('D', 'B')","('D', 'J')","('D', 'H')","('D', 'K')","('D', 'F')","('M', 'E')","('M', 'A')","('M', 'N')","('M', 'C')","('M', 'D')","('M', 'M')","('M', 'O')","('M', 'G')","('M', 'I')","('M', 'L')","('M', 'B')","('M', 'J')","('M', 'H')","('M', 'K')","('M', 'F')","('O', 'E')","('O', 'A')","('O', 'N')","('O', 'C')","('O', 'D')","('O', 'M')","('O', 'O')","('O', 'G')","('O', 'I')","('O', 'L')","('O', 'B')","('O', 'J')","('O', 'H')","('O', 'K')","('O', 'F')","('G', 'E')","('G', 'A')","('G', 'N')","('G', 'C')","('G', 'D')","('G', 'M')","('G', 'O')","('G', 'G')","('G', 'I')","('G', 'L')","('G', 'B')","('G', 'J')","('G', 'H')","('G', 'K')","('G', 'F')","('I', 'E')","('I', 'A')","('I', 'N')","('I', 'C')","('I', 'D')","('I', 'M')","('I', 'O')","('I', 'G')","('I', 'I')","('I', 'L')","('I', 'B')","('I', 'J')","('I', 'H')","('I', 'K')","('I', 'F')","('L', 'E')","('L', 'A')","('L', 'N')","('L', 'C')","('L', 'D')","('L', 'M')","('L', 'O')","('L', 'G')","('L', 'I')","('L', 'L')","('L', 'B')","('L', 'J')","('L', 'H')","('L', 'K')","('L', 'F')","('B', 'E')","('B', 'A')","('B', 'N')","('B', 'C')","('B', 'D')","('B', 'M')","('B', 'O')","('B', 'G')","('B', 'I')","('B', 'L')","('B', 'B')","('B', 'J')","('B', 'H')","('B', 'K')","('B', 'F')","('J', 'E')","('J', 'A')","('J', 'N')","('J', 'C')","('J', 'D')","('J', 'M')","('J', 'O')","('J', 'G')","('J', 'I')","('J', 'L')","('J', 'B')","('J', 'J')","('J', 'H')","('J', 'K')","('J', 'F')","('H', 'E')","('H', 'A')","('H', 'N')","('H', 'C')","('H', 'D')","('H', 'M')","('H', 'O')","('H', 'G')","('H', 'I')","('H', 'L')","('H', 'B')","('H', 'J')","('H', 'H')","('H', 'K')","('H', 'F')","('K', 'E')","('K', 'A')","('K', 'N')","('K', 'C')","('K', 'D')","('K', 'M')","('K', 'O')","('K', 'G')","('K', 'I')","('K', 'L')","('K', 'B')","('K', 'J')","('K', 'H')","('K', 'K')","('K', 'F')","('F', 'E')","('F', 'A')","('F', 'N')","('F', 'C')","('F', 'D')","('F', 'M')","('F', 'O')","('F', 'G')","('F', 'I')","('F', 'L')","('F', 'B')","('F', 'J')","('F', 'H')","('F', 'K')","('F', 'F')"
46,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
47,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
48,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
49,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
50,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
51,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
52,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
53,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
54,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
55,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,0.0,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
56,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
57,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,0.0,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,0.0,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
58,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
59,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,0.0,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,0.0,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
60,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
61,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
62,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
63,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
64,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
65,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
66,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,0.0,,,0.0,,0.0,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,0.0,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
67,,,5.478070154289215,0.0,,,,8.364480681578453,,,,,4.224008149292806,6.111654331153608,,,,,,,,,,,,,,,,,5.478070154289215,,,0.0,,0.0,7.134220586183886,,6.458998198865708,0.0,11.777919007789142,,0.0,0.0,0.0,0.0,,0.0,,,11.128490477670148,9.272948151106249,,4.96921177879121,,0.0,4.153453711720496,,8.533078849842289,,,,,,,,,,,0.0,8.63260406987797,,0.0,,0.0,,,0.0,11.128490477670148,,,,0.0,,,,,,,10.264227896467698,,,7.134220586183886,9.272948151106249,,,,,,,,,,0.0,,8.364480681578453,,,,,0.0,,,,,,,4.306135258436866,,,,,6.458998198865708,4.96921177879121,,,,,,,,,10.237173147047809,,0.0,,,0.0,,0.0,,,,,,,,,,,,,11.777919007789142,0.0,8.63260406987797,,,,,,,,,,,,,,4.153453711720496,,,,,,,,,0.0,,4.39016893654157,4.224008149292806,,0.0,,0.0,,,4.306135258436866,10.237173147047809,,,0.0,,10.925358268576911,,6.111654331153608,,0.0,8.533078849842289,,,0.0,,,,,,10.925358268576911,,0.0,,,0.0,,0.0,10.264227896467698,,,0.0,,,4.39016893654157,,0.0,
