,"('A', 'A')","('A', 'B')","('A', 'I')","('A', 'J')","('A', 'N')","('A', 'K')","('A', 'E')","('A', 'D')","('A', 'G')","('A', 'F')","('A', 'H')","('A', 'L')","('A', 'O')","('A', 'M')","('A', 'C')","('B', 'A')","('B', 'B')","('B', 'I')","('B', 'J')","('B', 'N')","('B', 'K')","('B', 'E')","('B', 'D')","('B', 'G')","('B', 'F')","('B', 'H')","('B', 'L')","('B', 'O')","('B', 'M')","('B', 'C')","('I', 'A')","('I', 'B')","('I', 'I')","('I', 'J')","('I', 'N')","('I', 'K')","('I', 'E')","('I', 'D')","('I', 'G')","('I', 'F')","('I', 'H')","('I', 'L')","('I', 'O')","('I', 'M')","('I', 'C')","('J', 'A')","('J', 'B')","('J', 'I')","('J', 'J')","('J', 'N')","('J', 'K')","('J', 'E')","('J', 'D')","('J', 'G')","('J', 'F')","('J', 'H')","('J', 'L')","('J', 'O')","('J', 'M')","('J', 'C')","('N', 'A')","('N', 'B')","('N', 'I')","('N', 'J')","('N', 'N')","('N', 'K')","('N', 'E')","('N', 'D')","('N', 'G')","('N', 'F')","('N', 'H')","('N', 'L')","('N', 'O')","('N', 'M')","('N', 'C')","('K', 'A')","('K', 'B')","('K', 'I')","('K', 'J')","('K', 'N')","('K', 'K')","('K', 'E')","('K', 'D')","('K', 'G')","('K', 'F')","('K', 'H')","('K', 'L')","('K', 'O')","('K', 'M')","('K', 'C')","('E', 'A')","('E', 'B')","('E', 'I')","('E', 'J')","('E', 'N')","('E', 'K')","('E', 'E')","('E', 'D')","('E', 'G')","('E', 'F')","('E', 'H')","('E', 'L')","('E', 'O')","('E', 'M')","('E', 'C')","('D', 'A')","('D', 'B')","('D', 'I')","('D', 'J')","('D', 'N')","('D', 'K')","('D', 'E')","('D', 'D')","('D', 'G')","('D', 'F')","('D', 'H')","('D', 'L')","('D', 'O')","('D', 'M')","('D', 'C')","('G', 'A')","('G', 'B')","('G', 'I')","('G', 'J')","('G', 'N')","('G', 'K')","('G', 'E')","('G', 'D')","('G', 'G')","('G', 'F')","('G', 'H')","('G', 'L')","('G', 'O')","('G', 'M')","('G', 'C')","('F', 'A')","('F', 'B')","('F', 'I')","('F', 'J')","('F', 'N')","('F', 'K')","('F', 'E')","('F', 'D')","('F', 'G')","('F', 'F')","('F', 'H')","('F', 'L')","('F', 'O')","('F', 'M')","('F', 'C')","('H', 'A')","('H', 'B')","('H', 'I')","('H', 'J')","('H', 'N')","('H', 'K')","('H', 'E')","('H', 'D')","('H', 'G')","('H', 'F')","('H', 'H')","('H', 'L')","('H', 'O')","('H', 'M')","('H', 'C')","('L', 'A')","('L', 'B')","('L', 'I')","('L', 'J')","('L', 'N')","('L', 'K')","('L', 'E')","('L', 'D')","('L', 'G')","('L', 'F')","('L', 'H')","('L', 'L')","('L', 'O')","('L', 'M')","('L', 'C')","('O', 'A')","('O', 'B')","('O', 'I')","('O', 'J')","('O', 'N')","('O', 'K')","('O', 'E')","('O', 'D')","('O', 'G')","('O', 'F')","('O', 'H')","('O', 'L')","('O', 'O')","('O', 'M')","('O', 'C')","('M', 'A')","('M', 'B')","('M', 'I')","('M', 'J')","('M', 'N')","('M', 'K')","('M', 'E')","('M', 'D')","('M', 'G')","('M', 'F')","('M', 'H')","('M', 'L')","('M', 'O')","('M', 'M')","('M', 'C')","('C', 'A')","('C', 'B')","('C', 'I')","('C', 'J')","('C', 'N')","('C', 'K')","('C', 'E')","('C', 'D')","('C', 'G')","('C', 'F')","('C', 'H')","('C', 'L')","('C', 'O')","('C', 'M')","('C', 'C')"
48,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
49,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
50,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
51,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
52,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
53,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
54,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,,,,0.0,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
55,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,0.0,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,0.0,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
56,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
57,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
58,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
59,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,0.0,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
60,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
61,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
62,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
63,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
64,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
65,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
66,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,0.0,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,0.0,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
67,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,10.237173147047809,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,10.237173147047809,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
68,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,10.237173147047809,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,10.237173147047809,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
69,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,10.237173147047809,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,10.237173147047809,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
70,,,,,,,,,,,,,,,,,,,,11.777919007789142,,,8.63260406987797,,,,,,,0.0,,,,,6.458998198865708,,,,,0.0,10.237173147047809,,,,4.96921177879121,,,,,,,,,,4.39016893654157,0.0,,,,4.153453711720496,,11.777919007789142,6.458998198865708,,,0.0,5.478070154289215,,,0.0,0.0,0.0,7.134220586183886,0.0,0.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,,5.478070154289215,,,,8.364480681578453,,4.224008149292806,,,,0.0,,8.63260406987797,,,,,,,,0.0,0.0,0.0,,,,,,,,,,8.364480681578453,,,,4.306135258436866,,,0.0,,,,0.0,4.39016893654157,0.0,0.0,,0.0,,,5.258298615606596,,,10.264227896467698,,,,10.237173147047809,0.0,0.0,,4.224008149292806,0.0,4.306135258436866,5.258298615606596,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,7.134220586183886,0.0,,,,,,,,,9.272948151106249,,,,,0.0,,,,0.0,10.264227896467698,,,,,11.128490477670148,,0.0,4.96921177879121,4.153453711720496,0.0,,0.0,,,,,,9.272948151106249,11.128490477670148,
