,"('L', 'L')","('L', 'G')","('L', 'C')","('L', 'F')","('L', 'B')","('L', 'J')","('L', 'N')","('L', 'H')","('L', 'K')","('L', 'D')","('L', 'E')","('L', 'I')","('L', 'A')","('L', 'M')","('L', 'O')","('G', 'L')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'B')","('G', 'J')","('G', 'N')","('G', 'H')","('G', 'K')","('G', 'D')","('G', 'E')","('G', 'I')","('G', 'A')","('G', 'M')","('G', 'O')","('C', 'L')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'B')","('C', 'J')","('C', 'N')","('C', 'H')","('C', 'K')","('C', 'D')","('C', 'E')","('C', 'I')","('C', 'A')","('C', 'M')","('C', 'O')","('F', 'L')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'B')","('F', 'J')","('F', 'N')","('F', 'H')","('F', 'K')","('F', 'D')","('F', 'E')","('F', 'I')","('F', 'A')","('F', 'M')","('F', 'O')","('B', 'L')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'B')","('B', 'J')","('B', 'N')","('B', 'H')","('B', 'K')","('B', 'D')","('B', 'E')","('B', 'I')","('B', 'A')","('B', 'M')","('B', 'O')","('J', 'L')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'B')","('J', 'J')","('J', 'N')","('J', 'H')","('J', 'K')","('J', 'D')","('J', 'E')","('J', 'I')","('J', 'A')","('J', 'M')","('J', 'O')","('N', 'L')","('N', 'G')","('N', 'C')","('N', 'F')","('N', 'B')","('N', 'J')","('N', 'N')","('N', 'H')","('N', 'K')","('N', 'D')","('N', 'E')","('N', 'I')","('N', 'A')","('N', 'M')","('N', 'O')","('H', 'L')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'B')","('H', 'J')","('H', 'N')","('H', 'H')","('H', 'K')","('H', 'D')","('H', 'E')","('H', 'I')","('H', 'A')","('H', 'M')","('H', 'O')","('K', 'L')","('K', 'G')","('K', 'C')","('K', 'F')","('K', 'B')","('K', 'J')","('K', 'N')","('K', 'H')","('K', 'K')","('K', 'D')","('K', 'E')","('K', 'I')","('K', 'A')","('K', 'M')","('K', 'O')","('D', 'L')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'B')","('D', 'J')","('D', 'N')","('D', 'H')","('D', 'K')","('D', 'D')","('D', 'E')","('D', 'I')","('D', 'A')","('D', 'M')","('D', 'O')","('E', 'L')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'B')","('E', 'J')","('E', 'N')","('E', 'H')","('E', 'K')","('E', 'D')","('E', 'E')","('E', 'I')","('E', 'A')","('E', 'M')","('E', 'O')","('I', 'L')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'B')","('I', 'J')","('I', 'N')","('I', 'H')","('I', 'K')","('I', 'D')","('I', 'E')","('I', 'I')","('I', 'A')","('I', 'M')","('I', 'O')","('A', 'L')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'B')","('A', 'J')","('A', 'N')","('A', 'H')","('A', 'K')","('A', 'D')","('A', 'E')","('A', 'I')","('A', 'A')","('A', 'M')","('A', 'O')","('M', 'L')","('M', 'G')","('M', 'C')","('M', 'F')","('M', 'B')","('M', 'J')","('M', 'N')","('M', 'H')","('M', 'K')","('M', 'D')","('M', 'E')","('M', 'I')","('M', 'A')","('M', 'M')","('M', 'O')","('O', 'L')","('O', 'G')","('O', 'C')","('O', 'F')","('O', 'B')","('O', 'J')","('O', 'N')","('O', 'H')","('O', 'K')","('O', 'D')","('O', 'E')","('O', 'I')","('O', 'A')","('O', 'M')","('O', 'O')"
46,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
47,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
48,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
49,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
50,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
51,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,0.0,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
52,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
53,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
54,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
55,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,0.0,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
56,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
57,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,0.0,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,0.0,,0.0,,,,,,
58,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
59,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,0.0,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
60,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
61,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
62,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
63,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
64,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
65,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
66,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,0.0,0.0,4.224008149292806,0.0,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
67,,,,,,,0.0,,,0.0,,,,,,,,,,,,,4.306135258436866,,,8.364480681578453,,,0.0,,,,,,0.0,4.153453711720496,0.0,,,,0.0,4.96921177879121,,11.128490477670148,9.272948151106249,,,,,,4.39016893654157,0.0,,0.0,0.0,,0.0,,10.264227896467698,,,,0.0,,,0.0,11.777919007789142,,,8.63260406987797,,,,,,,,4.153453711720496,4.39016893654157,0.0,,,0.0,,,9.313011623133434,0.0,,,,0.0,,0.0,0.0,11.777919007789142,,,0.0,0.0,,5.478070154289215,6.458998198865708,,0.0,7.134220586183886,,4.306135258436866,,,,0.0,0.0,,10.925358268576911,0.0,4.224008149292806,10.237173147047809,,,,,,,0.0,,,0.0,10.925358268576911,,,,,,,0.0,0.0,,,0.0,8.63260406987797,,,0.0,,,,,,,,,8.364480681578453,0.0,,,9.313011623133434,5.478070154289215,4.224008149292806,,,,,,,,,,4.96921177879121,0.0,,0.0,6.458998198865708,10.237173147047809,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.128490477670148,10.264227896467698,,,0.0,,,,,,,,,,,9.272948151106249,,,,7.134220586183886,,0.0,,,,,,
