,"('A', 'A')","('A', 'E')","('A', 'H')","('A', 'D')","('A', 'F')","('A', 'C')","('A', 'I')","('A', 'J')","('A', 'B')","('A', 'G')","('E', 'A')","('E', 'E')","('E', 'H')","('E', 'D')","('E', 'F')","('E', 'C')","('E', 'I')","('E', 'J')","('E', 'B')","('E', 'G')","('H', 'A')","('H', 'E')","('H', 'H')","('H', 'D')","('H', 'F')","('H', 'C')","('H', 'I')","('H', 'J')","('H', 'B')","('H', 'G')","('D', 'A')","('D', 'E')","('D', 'H')","('D', 'D')","('D', 'F')","('D', 'C')","('D', 'I')","('D', 'J')","('D', 'B')","('D', 'G')","('F', 'A')","('F', 'E')","('F', 'H')","('F', 'D')","('F', 'F')","('F', 'C')","('F', 'I')","('F', 'J')","('F', 'B')","('F', 'G')","('C', 'A')","('C', 'E')","('C', 'H')","('C', 'D')","('C', 'F')","('C', 'C')","('C', 'I')","('C', 'J')","('C', 'B')","('C', 'G')","('I', 'A')","('I', 'E')","('I', 'H')","('I', 'D')","('I', 'F')","('I', 'C')","('I', 'I')","('I', 'J')","('I', 'B')","('I', 'G')","('J', 'A')","('J', 'E')","('J', 'H')","('J', 'D')","('J', 'F')","('J', 'C')","('J', 'I')","('J', 'J')","('J', 'B')","('J', 'G')","('B', 'A')","('B', 'E')","('B', 'H')","('B', 'D')","('B', 'F')","('B', 'C')","('B', 'I')","('B', 'J')","('B', 'B')","('B', 'G')","('G', 'A')","('G', 'E')","('G', 'H')","('G', 'D')","('G', 'F')","('G', 'C')","('G', 'I')","('G', 'J')","('G', 'B')","('G', 'G')"
80,,,5.297972194380703,,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,,5.96716376833464,,,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,,,,,,,,11.037260313668911,7.448109251514262,,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,,12.297317866938178,,,,
81,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,,13.85451747936807,7.779736031100921,5.96716376833464,,,,13.341104266407502,5.297972194380703,,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,7.779736031100921,,,,,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,5.714025095785483,12.297317866938178,,,,
82,,,5.297972194380703,,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,5.714025095785483,12.297317866938178,,,,
83,,,5.297972194380703,,13.921795677048454,12.415504997598328,,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,,5.714025095785483,12.297317866938178,,,,
84,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,,,,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
85,,,5.297972194380703,,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,,,,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
86,,,5.297972194380703,,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
87,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
88,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
89,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
90,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,,5.69555148823741,5.714025095785483,12.297317866938178,,,,
91,,,5.297972194380703,,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,,12.297317866938178,,,,
92,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
93,,,5.297972194380703,,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,6.71138648198097,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
94,,,5.297972194380703,7.232107381488228,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,6.71138648198097,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
95,,,5.297972194380703,7.232107381488228,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,,,7.278982756515468,6.71138648198097,6.248261628532093,13.218025940068083,,11.981393949882268,11.881619584333132,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
96,,,5.297972194380703,7.232107381488228,,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,6.71138648198097,6.248261628532093,13.218025940068083,,11.981393949882268,,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,,5.69555148823741,5.714025095785483,12.297317866938178,,,,
97,,,5.297972194380703,7.232107381488228,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,6.71138648198097,6.248261628532093,,,11.981393949882268,11.881619584333132,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,,,,12.297317866938178,7.326608933907396,11.701751743776933,,14.852215206607578,7.448109251514262,,,7.109828435863265,7.7787134167164185,,5.265359696838637,14.366545877124942,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,,,,
98,,,5.297972194380703,7.232107381488228,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,8.701809671168826,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,8.701809671168826,,7.278982756515468,6.71138648198097,,13.218025940068083,,11.981393949882268,11.881619584333132,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,13.218025940068083,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,,11.846142509898744,5.265359696838637,14.366545877124942,,13.664836667552699,,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,11.846142509898744,,,
99,,,5.297972194380703,7.232107381488228,13.921795677048454,12.415504997598328,7.326608933907396,5.265359696838637,11.394267984578835,,,,,13.85451747936807,7.779736031100921,5.96716376833464,11.701751743776933,14.366545877124942,,13.341104266407502,5.297972194380703,,,7.278982756515468,6.71138648198097,6.248261628532093,,,11.981393949882268,11.881619584333132,7.232107381488228,13.85451747936807,7.278982756515468,,,6.022102765198487,14.852215206607578,13.664836667552699,10.449414806032166,5.69555148823741,13.921795677048454,7.779736031100921,6.71138648198097,,,11.037260313668911,7.448109251514262,8.794554417576478,13.094304566778266,5.714025095785483,12.415504997598328,5.96716376833464,6.248261628532093,6.022102765198487,11.037260313668911,,5.788001980784582,,,12.297317866938178,7.326608933907396,11.701751743776933,,14.852215206607578,7.448109251514262,5.788001980784582,,7.109828435863265,7.7787134167164185,11.846142509898744,5.265359696838637,14.366545877124942,,13.664836667552699,8.794554417576478,,7.109828435863265,,,,11.394267984578835,,11.981393949882268,10.449414806032166,13.094304566778266,,7.7787134167164185,,,,,13.341104266407502,11.881619584333132,5.69555148823741,5.714025095785483,12.297317866938178,11.846142509898744,,,
